,direction,postal,center_name,state,website,city,email
36,"CALLE HORNOS Y PROGRSO SN, COL CENTRO ÚMERO",71230, OAXACA. UNEME CAPA SANTA CRUZ XOXOCOTLAN\n\t\t\n\t\t\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\n\n\n\n\n\t\n\t\n\t\t\n\t\t\n\t\t,OAXACA ,http://www.cenadic.gob.mx,SANTA CRUZ XOCOTLÁN ,cnv_coordinacionoax@hotmail.com
37,"CARRETERA A LOMA ALTA SN, COL. EL BOSQUE ",68300, OAXACA. UNEME CAPA TUXTEPEC \n\t\t\n\t\t\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\n\n\n\n\n\t\n\t\n\t\t\n\t\t\n\t\t,OAXACA ,http://www.cenadic.gob.mx,SAN JUAN BAUTISTA TUXTEPEC ,cnv_coordinacionoax@hotmail.com
38,C.53 / 68 Y AV. BENITO JUAREZ COL. JUAN BAUTISTA VEGA,77250, QUINTANA ROO\n\t\t\n\t\t\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\n\n\n\n\n\t\n\t\n\t\t\n\t\t\n\t\t,FELIPE CARRILLO PUERTO QROO,http://www.cenadic.salud.gob.mx,FELIPE CARRILLO PUERTO,alberto_ciau@hotmail.com
39,"JULIO MARTINEZ S/N, COLONIA PEMEX",95180, VERACRUZ.UNEME-CAPA TIERRA BLANCA TIERRA BLANCA\n\t\t\n\t\t\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\n\n\n\n\n\t\n\t\n\t\t\n\t\t\n\t\t,VERACRUZ,http://www.cenadic.salud.gob.mx/,TIERRA BLANCA,capa_tierrablanca@hotmail.com
40,No,No, Instituto sobre Alcoholismo y Farmacodependencia (IAFA)\n\t\t\n\t\t\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\n\n\n\n\n\t\n\t\n\t\t\n\t\t\n\t\t,San José,http://www.iafa.go.cr,San Pedro Montes de Oca,porozco@iafa.go.cr
41,15 SUR ESQUINA 2A PONIENTE COL AVIACION. PINOTEPA NACIONAL OAX,71605, OAXACA. UNEME CAPA PINOTEPA NACIONAL \n\t\t\n\t\t\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\n\n\n\n\n\t\n\t\n\t\t\n\t\t\n\t\t,OAXACA,http://www.cenadic.gob.mx,SANTIAGO PINOTEPA NACIONAL,cnv_coordinacionoax@hotmail.com
42,C- 59 X 116 COL. BOJÓRQUEZ,97230, YUCATAN. UNEME CAPA MERIDA I \n\t\t\n\t\t\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\n\n\n\n\n\t\n\t\n\t\t\n\t\t\n\t\t,YUCATAN,http://www.cenadic.gob.mx,MERIDA,adolfo.ortiz@ssy.gob.mx
43,Av. Raùl Gonzalez s/n col. jardines,71980, Centro Nueva Vida Puerto Escondido\n\t\t\n\t\t\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\n\n\n\n\n\t\n\t\n\t\t\n\t\t\n\t\t,Puerto Escondido,http://www.cenadic.salud.gob.mx/,Puerto Escondido oaxaca,capa_puertoescondido@hotmail.com
44,"CALLE VICENTE SUAREZ LOTE 1,2,3, COL. EL ROSARIO",69000, OAXACA. UNEME CAPA HUAJUAPAN DE LE\xd3N \n\t\t\n\t\t\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\n\n\n\n\n\t\n\t\n\t\t\n\t\t\n\t\t,OAXACA,http://www.cenadic.gob.mx,HUAJUAPAN DE LEON,cnv_coordinacionoax@hotmail.com
45,"CALLE 106, MZ, 530LT,8, COL. LUIS DONALDO COLOSIO ",77710, QUINTANA ROO. UNEME CAPA PLAYA DEL CARMEN  \n\t\t\n\t\t\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\n\n\n\n\n\t\n\t\n\t\t\n\t\t\n\t\t,QUINTANA ROO ,http://www.cenadic.gob.mx,SOLIDARIDAD ,mar.bel.col@hotmail.com
46,"AVENIDA UNIVERSIDAD SN, COL. SANTA CRUZ TAGOLABA ",70760, OAXACA. UNEME CAPA TEHUANTEPEC \n\t\t\n\t\t\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\n\n\n\n\n\t\n\t\n\t\t\n\t\t\n\t\t,OAXACA,http://www.cenadic.gob.mx,SANTO  DOMINGO TEHUANTEPEC,cnv_coordinacionoax@hotmail.com
47,No,No, Ministerio de Educaci\xf3n\n\t\t\n\t\t\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\n\n\n\n\n\t\n\t\n\t\t\n\t\t\n\t\t,Panamá,http://www.meduca.gob.pa,"Panamá, Cárdenas (Ancón)",asuntosestudiantilespa@hotmail.com
48,Templo Mayor 403 Esq. La Venta Col. Teresa Morales,96536, VERACRUZ.UNEME-CAPA COATZACOALCOS II COATZACOALCOS\n\t\t\n\t\t\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\n\n\n\n\n\t\n\t\n\t\t\n\t\t\n\t\t,VERACRUZ,http://www.cenadic.salud.gob.mx/,COATZACOALCOS,capateresamorales@hotmail.com
49,C- 94 X 187 Y 187A COL. SAN LUIS SUR DZUNUNCÁN,97300, YUCATAN. UNEME CAPA MERIDA III\n\t\t\n\t\t\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\n\n\n\n\n\t\n\t\n\t\t\n\t\t\n\t\t,YUCATAN,http://www.cenadic.gob.mx,MERIDA,adolfo.ortiz@ssy.gob.mx
50,Calle 39c x 2 y 2a. Mayapan,97159, YUCATAN. UNEME CAPA MERIDA II\n\t\t\n\t\t\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\n\n\n\n\n\t\n\t\n\t\t\n\t\t\n\t\t,YUCATAN ,http://www.cenadic.gob.mx,MERIDA ,adolfo.ortiz@ssy.gob.mx
51,AV. LOS HIGOS S/N TRINIDAD DE VIGUERA,68276, OAXACA. UNEME CAPA TRINIDAD DE VIGUERA\n\t\t\n\t\t\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\n\n\n\n\n\t\n\t\n\t\t\n\t\t\n\t\t,OAXACA DE JUAREZ,http://www.cenadic.gob.mx,OAXACA DE JUAREZ,cnv_coordinacionoax@hotmail.com
52,AV. 20 DE NOVIEMBRE No. 1074- ALTOS CASI ESQUINA ALACIO PÉREZ,91700, VERARUZ.UNEME-CAPA VERACRUZ VERACRUZ\n\t\t\n\t\t\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\n\n\n\n\n\t\n\t\n\t\t\n\t\t\n\t\t,VERACRUZ,http://www.cenadic.salud.gob.mx/,VERACRUZ,capa_ver@hotmail.com
53,"CALLE 46A SN, COL. TIZIMIN ",97700, YUCATAN. UNEME CAPA TIZIM\xcdN \n\t\t\n\t\t\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\n\n\n\n\n\t\n\t\n\t\t\n\t\t\n\t\t,YUCATAN,http://www.cenadic.gob.mx,TIZIMIN,adolfo.ortiz@ssy.gob.mx
54,C48 482 x 17 y 19. Fracc.LAS TINAJAS ,97864, YUCATAN. UNEME CAPA TICUL\n\t\t\n\t\t\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\n\n\n\n\n\t\n\t\n\t\t\n\t\t\n\t\t,YUCATAN ,http://www.cenadic.gob.mx,TICUL ,adolfo.ortiz@ssy.gob.mx
55,POLIGONO YODZONOT ,97780, YUCATAN. UNEME CAPA VALLADOLID \n\t\t\n\t\t\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\n\n\n\n\n\t\n\t\n\t\t\n\t\t\n\t\t,YUCATAN,http://www.cenadic.gob.mx,VALLADOLID ,adolfo.ortiz@ssy.gob.mx
56,CALLE ONTARIO ESQUINA AV. KUKULCAN S/N,77780, QUINTANA ROO. UNEME CAPA TULUM  \n\t\t\n\t\t\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\n\n\n\n\n\t\n\t\n\t\t\n\t\t\n\t\t,QUINTANA ROO,http://www.cenadic.gob.mx,TULUM,mar.bel.col@hotmail.com
57,Rua Galdino Ferreira Lima S/N,62748000, Centro de Aten\xe7\xe3o Psicossocial - CAPS Capistrano\n\t\t\n\t\t\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\n\n\n\n\n\t\n\t\n\t\t\n\t\t\n\t\t,Capistrano,http://capscapistrano@yahoo.com.br,Capistrano/ Ceará,guy_tav@yahoo.com.br
58,"20 AVENIDA, ESQ. 11 SUR 11, COL. ANDRES QUINTANA ROO  ",77664, QUINTANA ROO. UNEME CAPA COZUMEL \n\t\t\n\t\t\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\n\n\n\n\n\t\n\t\n\t\t\n\t\t\n\t\t,QUINTANA ROO ,http://www.cenadic.gob.mx,COZUMEL ,mar.bel.col@hotmail.com
59,"Boulevard Miraflores, Calle El Dorado",3394, Universidad Pedag\xf3gica Nacional Francisco Morazan\n\t\t\n\t\t\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\n\n\n\n\n\t\n\t\n\t\t\n\t\t\n\t\t,Francisco Morazan,http://www.upnfm.edu.hn,Tegucigalpa,yoko8685@gmail.com
60,"Tegucigalpa, M.D.C.",2670," Instituto Hondure\xf1o para la Prevenci\xf3n del Alcoholismo, Drogadicci\xf3n y Farmacodependencia (IHADFA)\n\t\t\n\t\t\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\n\n\n\n\n\t\n\t\n\t\t\n\t\t\n\t\t",Francisco Morazán,http://www.ihadfa.hn,Tegucigalpa,ihadfahonduras@gmail.com - ihadfahonduras@yahoo.com
61,andres quintana roo con isla cancun colonia taxistas,70744, Quintana Roo\n\t\t\n\t\t\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\n\n\n\n\n\t\n\t\n\t\t\n\t\t\n\t\t,Chetumal,http://www.cenadic.salud.gob.mx,Chetumal,centronuevavidachetumal@hotmail.com
62,COLONIA AMELIA SOLORSANO SIN NUMERO,95400, VERACRUZ.UNEME-CAPA COSAMALOAPAN COSAMALOAPAN DE CARPIO\n\t\t\n\t\t\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\n\n\n\n\n\t\n\t\n\t\t\n\t\t\n\t\t,COSAMALOAPAN,http://www.cenadic.salud.gob.mx/,COSAMALOAPAN,nuevavidacosver@hotmail.com
63,"CARRETERA MARTINEZ TLAPACOYAN , ",93603, VERACRUZ.UNEME-CAPA MART\xcdNEZ DE LA TORRE MART\xcdNEZ DE LA TORRE\n\t\t\n\t\t\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\n\n\n\n\n\t\n\t\n\t\t\n\t\t\n\t\t,VERACRUZ ,http://www.ssaver.gob.mx,MARTÍNEZ DE LA TORRE,capamartinezdelatorre@hotmail.com
64,"Porrfirio Bonilla s/n, Colonia Francisco Sarabia",90200, TLAXCALA UNEME-CAPA CALPULALPAN\n\t\t\n\t\t\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\n\n\n\n\n\t\n\t\n\t\t\n\t\t\n\t\t,TLAXCALA,http://www.cenadic.salud.gob.mx/,CALPULALPAN,"CECATLAX@GMAIL.COM, "
65,ALVARO OBREGON No.13 COLONIA CENTRO,92800, VERACRUZ.UNEME-CAPA TUXPAN TUXPAN\n\t\t\n\t\t\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\n\n\n\n\n\t\n\t\n\t\t\n\t\t\n\t\t,VERACRUZ,http://www.cenadic.salud.gob.mx/,TUXPAN,capanuevavidatxp@live.com.mx
66,"VILLA VICTORIA S/N , COLONIA HÉROES DE GRANADITAS",55297, ESTADO DE M\xc9XICO.UNEME-CAPA H\xc9ROES DE GRANADIITAS ECATEPEC DE MORELOS\n\t\t\n\t\t\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\n\n\n\n\n\t\n\t\n\t\t\n\t\t\n\t\t,ESTADO DE MÉXICO,http://salud.edomexico.gob.mx/imca/home.htm,ECATEPEC DE MORELOS,capahgranaditas@hotmail.com
67,"AV. DE LOS ESCRITORES S/N, COLONIA  BARRIO 3",55067, ESTADO DE M\xc9XICO.UNEME-CAPA CHICONAUTLA 3000 ECATEPEC DE MORELOS\n\t\t\n\t\t\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\n\n\n\n\n\t\n\t\n\t\t\n\t\t\n\t\t,ESTADO DE MÉXICO,http://salud.edomex.gob.mx/imca/,ECATEPEC DE MORELOS,centaurodelnorte74@yahoo.com.mx
68,"ZACATECAS, ESQUINA GUANAJUATO S/N, COLONIA BUENA VISTA",95790, VERACRUZ.UNEME-CAPA SAN ANDR\xc9S TUXTLA SAN ANDR\xc9S TUXTLA\n\t\t\n\t\t\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\n\n\n\n\n\t\n\t\n\t\t\n\t\t\n\t\t,VERACRUZ,http:www.cenadic.salud.gob.mx,SAN ANDRES TUXTLA,nuevavidalostuxtlas@hotmail.com
69,VICENTE GUERRERO ESQ. IGNACIO ZARAGOZA S/N COL. URBANA IXHUATEPEC,54180, ESTADO DE M\xc9XICO.UNEME-CAPA ECATEPEC SAN JUAN IXHUATEPEC ECATEPEC DE MORELOS\n\t\t\n\t\t\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\n\n\n\n\n\t\n\t\n\t\t\n\t\t\n\t\t,ESTADO DE MÉXICO,http://salud.edomexico.gob.mx/imca/,ECATEPEC DE MORELOS ,capasanjuan@yahoo.com.mx
70,AV. CENTRAL MZ.7 LT.2 COL. ALFREDO DEL MAZO,56577, ESTADO DE M\xc9XICO.UNEME-CAPA IXTAPALUCA ALFREDO DEL MAZO IXTAPALUCA\n\t\t\n\t\t\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\n\n\n\n\n\t\n\t\n\t\t\n\t\t\n\t\t,ESTADO DE MEXICO,http//salud.edomex.gob.mx/imca/,IXTAPALUCA,capaadelmazo@yahoo.com.mx
